REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
US39,Ohio,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.51,,USA,United States,A,Normal value,0,Units,2,Two
US01,Alabama,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.43,,USA,United States,A,Normal value,0,Units,2,Two
US05,Arkansas,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.42,,USA,United States,A,Normal value,0,Units,2,Two
US29,Missouri,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.49,,USA,United States,A,Normal value,0,Units,2,Two
US22,Louisiana,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.44,,USA,United States,A,Normal value,0,Units,2,Two
US44,Rhode Island,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.49,,USA,United States,A,Normal value,0,Units,2,Two
US13,Georgia,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.46,,USA,United States,A,Normal value,0,Units,2,Two
US15,Hawaii,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.49,,USA,United States,A,Normal value,0,Units,2,Two
US30,Montana,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.5,,USA,United States,A,Normal value,0,Units,2,Two
US18,Indiana,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.49,,USA,United States,A,Normal value,0,Units,2,Two
US17,Illinois,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.52,,USA,United States,A,Normal value,0,Units,2,Two
US54,West Virginia,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.4,,USA,United States,A,Normal value,0,Units,2,Two
US19,Iowa,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.57,,USA,United States,A,Normal value,0,Units,2,Two
US46,South Dakota,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.63,,USA,United States,A,Normal value,0,Units,2,Two
US37,North Carolina,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.48,,USA,United States,A,Normal value,0,Units,2,Two
US24,Maryland,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.55,,USA,United States,A,Normal value,0,Units,2,Two
US20,Kansas,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.54,,USA,United States,A,Normal value,0,Units,2,Two
US32,Nevada,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.44,,USA,United States,A,Normal value,0,Units,2,Two
US23,Maine,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.47,,USA,United States,A,Normal value,0,Units,2,Two
US55,Wisconsin,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.57,,USA,United States,A,Normal value,0,Units,2,Two
US53,Washington,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.49,,USA,United States,A,Normal value,0,Units,2,Two
US35,New Mexico,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.4,,USA,United States,A,Normal value,0,Units,2,Two
US49,Utah,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.59,,USA,United States,A,Normal value,0,Units,2,Two
US36,New York,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.51,,USA,United States,A,Normal value,0,Units,2,Two
US26,Michigan,_Z,Not applicable,FERT_RATIO,Fertility rate,Y30T34,From 30 to 34 years,F,Female,BR_L_W,Live births per woman,2018,,0.53,,USA,United States,A,Normal value,0,Units,2,Two
US17,Illinois,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.29,,USA,United States,A,Normal value,0,Units,2,Two
US22,Louisiana,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.5,,USA,United States,A,Normal value,0,Units,2,Two
US09,Connecticut,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.19,,USA,United States,A,Normal value,0,Units,2,Two
US29,Missouri,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.41,,USA,United States,A,Normal value,0,Units,2,Two
US13,Georgia,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.39,,USA,United States,A,Normal value,0,Units,2,Two
US49,Utah,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.39,,USA,United States,A,Normal value,0,Units,2,Two
US46,South Dakota,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.41,,USA,United States,A,Normal value,0,Units,2,Two
US45,South Carolina,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.4,,USA,United States,A,Normal value,0,Units,2,Two
US55,Wisconsin,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.28,,USA,United States,A,Normal value,0,Units,2,Two
US05,Arkansas,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.53,,USA,United States,A,Normal value,0,Units,2,Two
US33,New Hampshire,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.19,,USA,United States,A,Normal value,0,Units,2,Two
US15,Hawaii,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.38,,USA,United States,A,Normal value,0,Units,2,Two
US56,Wyoming,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.42,,USA,United States,A,Normal value,0,Units,2,Two
US28,Mississippi,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.53,,USA,United States,A,Normal value,0,Units,2,Two
US26,Michigan,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.32,,USA,United States,A,Normal value,0,Units,2,Two
US21,Kentucky,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.49,,USA,United States,A,Normal value,0,Units,2,Two
US20,Kansas,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.39,,USA,United States,A,Normal value,0,Units,2,Two
US39,Ohio,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.39,,USA,United States,A,Normal value,0,Units,2,Two
US51,Virginia,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.31,,USA,United States,A,Normal value,0,Units,2,Two
US41,Oregon,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.28,,USA,United States,A,Normal value,0,Units,2,Two
US01,Alabama,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.47,,USA,United States,A,Normal value,0,Units,2,Two
US06,California,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.27,,USA,United States,A,Normal value,0,Units,2,Two
US31,Nebraska,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.34,,USA,United States,A,Normal value,0,Units,2,Two
US42,Pennsylvania,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.3,,USA,United States,A,Normal value,0,Units,2,Two
US50,Vermont,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.19,,USA,United States,A,Normal value,0,Units,2,Two
US32,Nevada,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.43,,USA,United States,A,Normal value,0,Units,2,Two
US34,New Jersey,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.24,,USA,United States,A,Normal value,0,Units,2,Two
US23,Maine,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.31,,USA,United States,A,Normal value,0,Units,2,Two
US04,Arizona,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.38,,USA,United States,A,Normal value,0,Units,2,Two
US18,Indiana,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.42,,USA,United States,A,Normal value,0,Units,2,Two
US38,North Dakota,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.34,,USA,United States,A,Normal value,0,Units,2,Two
US02,Alaska,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.48,,USA,United States,A,Normal value,0,Units,2,Two
US44,Rhode Island,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.21,,USA,United States,A,Normal value,0,Units,2,Two
US19,Iowa,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.33,,USA,United States,A,Normal value,0,Units,2,Two
US36,New York,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.26,,USA,United States,A,Normal value,0,Units,2,Two
US47,Tennessee,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.44,,USA,United States,A,Normal value,0,Units,2,Two
US25,Massachusetts,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.15,,USA,United States,A,Normal value,0,Units,2,Two
US35,New Mexico,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.42,,USA,United States,A,Normal value,0,Units,2,Two
US53,Washington,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.31,,USA,United States,A,Normal value,0,Units,2,Two
US54,West Virginia,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.47,,USA,United States,A,Normal value,0,Units,2,Two
US27,Minnesota,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.26,,USA,United States,A,Normal value,0,Units,2,Two
US40,Oklahoma,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.49,,USA,United States,A,Normal value,0,Units,2,Two
US30,Montana,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.35,,USA,United States,A,Normal value,0,Units,2,Two
US12,Florida,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.33,,USA,United States,A,Normal value,0,Units,2,Two
US48,Texas,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.43,,USA,United States,A,Normal value,0,Units,2,Two
US24,Maryland,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.28,,USA,United States,A,Normal value,0,Units,2,Two
US37,North Carolina,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.38,,USA,United States,A,Normal value,0,Units,2,Two
US11,District of Columbia,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.22,,USA,United States,A,Normal value,0,Units,2,Two
US10,Delaware,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.34,,USA,United States,A,Normal value,0,Units,2,Two
US16,Idaho,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.47,,USA,United States,A,Normal value,0,Units,2,Two
US08,Colorado,_Z,Not applicable,FERT_RATIO,Fertility rate,Y20T24,From 20 to 24 years,F,Female,BR_L_W,Live births per woman,2018,,0.29,,USA,United States,A,Normal value,0,Units,2,Two
US42,Pennsylvania,_Z,Not applicable,FERT_RATIO,Fertility rate,Y15T19,From 15 to 19 years,F,Female,BR_L_W,Live births per woman,2018,,0.07,,USA,United States,A,Normal value,0,Units,2,Two
